Customer_ID,Age_Group,Gender,Region,Annual_Income_£k,Annual_Purchases
764,35-44,Male,Wales,60-80,9
765,25-34,Male,South England,20-40,13
766,65+,Female,Scotland,20-40,13
767,45-54,Male,London,60-80,17
768,35-44,Female,London,60-80,11
769,35-44,Other,North England,80+,13
770,65+,Male,Midlands,40-60,18
771,25-34,Male,London,60-80,12
772,45-54,Female,Scotland,<20,6
773,45-54,Female,South England,<20,18
774,45-54,Female,Wales,<20,12
775,18-24,Female,South England,60-80,13
776,65+,Female,North England,<20,10
777,65+,Male,South England,40-60,8
778,45-54,Female,London,40-60,8
779,45-54,Female,South England,20-40,10
780,65+,Male,London,60-80,9
781,55-64,Male,London,20-40,6
782,25-34,Male,Midlands,20-40,14
783,45-54,Male,North England,60-80,13
784,45-54,Female,Scotland,<20,8
785,35-44,Male,London,40-60,11
786,55-64,Male,Wales,60-80,12
787,65+,Male,North England,80+,10
788,65+,Other,Scotland,60-80,25
789,35-44,Female,Wales,20-40,12
790,25-34,Male,South England,40-60,11
791,65+,Male,North England,<20,8
792,55-64,Other,Wales,20-40,11
793,25-34,Female,North England,<20,13
794,65+,Male,North England,20-40,8
795,55-64,Male,South England,60-80,16
796,45-54,Male,South England,20-40,16
797,45-54,Male,North England,40-60,16
798,35-44,Female,Wales,20-40,10
799,18-24,Female,Midlands,40-60,15
800,35-44,Female,London,80+,23
801,55-64,Female,South England,20-40,11
802,18-24,Male,Midlands,40-60,13
803,35-44,Female,South England,20-40,11
804,35-44,Female,North England,<20,5
805,45-54,Male,Midlands,40-60,11
806,65+,Male,Wales,60-80,13
807,35-44,Female,Wales,<20,9
808,35-44,Male,Scotland,<20,8
809,55-64,Male,London,20-40,13
810,35-44,Female,London,60-80,10
811,25-34,Other,South England,60-80,10
812,35-44,Male,London,40-60,16
813,25-34,Female,Scotland,40-60,19
814,25-34,Male,Wales,80+,9
815,35-44,Female,Midlands,60-80,11
816,35-44,Female,Midlands,60-80,11
817,65+,Female,Wales,60-80,6
818,35-44,Male,North England,40-60,13
819,45-54,Female,Wales,40-60,21
820,45-54,Female,Midlands,60-80,13
821,18-24,Male,South England,80+,15
822,45-54,Male,Scotland,<20,13
823,25-34,Male,Wales,<20,11
824,65+,Male,North England,80+,11
825,25-34,Female,South England,20-40,7
826,35-44,Male,Wales,60-80,7
827,18-24,Male,South England,20-40,12
828,65+,Female,Wales,<20,13
829,45-54,Male,South England,<20,14
830,45-54,Female,London,20-40,10
831,18-24,Male,South England,20-40,14
832,55-64,Female,London,40-60,19
833,25-34,Female,Midlands,60-80,15
834,65+,Female,London,80+,12
835,25-34,Male,South England,20-40,16
836,25-34,Female,Scotland,40-60,10
837,18-24,Male,Scotland,40-60,11
838,35-44,Male,Midlands,40-60,10
839,45-54,Male,South England,40-60,16
840,18-24,Female,London,<20,12
841,55-64,Male,Scotland,<20,12
842,35-44,Female,Wales,<20,6
843,45-54,Male,North England,<20,11
844,35-44,Male,South England,60-80,16
845,35-44,Female,Wales,20-40,11
846,45-54,Male,Wales,80+,16
847,25-34,Female,South England,80+,10
848,25-34,Male,North England,80+,17
849,55-64,Female,Scotland,80+,11
850,65+,Female,North England,20-40,11
851,35-44,Male,Midlands,40-60,12
852,25-34,Male,London,20-40,13
853,45-54,Female,London,60-80,11
854,35-44,Female,Wales,80+,19
855,18-24,Male,Scotland,60-80,16
856,25-34,Male,North England,20-40,7
857,55-64,Female,Wales,60-80,22
858,45-54,Female,South England,<20,17
859,18-24,Male,Wales,<20,10
860,25-34,Female,South England,60-80,4
861,25-34,Male,South England,20-40,5
862,45-54,Female,Midlands,80+,13
863,18-24,Male,Midlands,<20,11
864,25-34,Other,South England,60-80,14
865,55-64,Female,Scotland,40-60,7
866,25-34,Female,Midlands,60-80,9
867,45-54,Female,Midlands,60-80,15
868,25-34,Female,London,80+,9
869,18-24,Female,Wales,20-40,17
870,25-34,Male,London,80+,13
871,55-64,Female,Scotland,20-40,6
872,55-64,Female,Midlands,<20,13
873,55-64,Female,Midlands,20-40,16
874,35-44,Male,North England,60-80,11
875,45-54,Male,Scotland,40-60,11
876,25-34,Male,Wales,60-80,9
877,35-44,Female,Wales,60-80,12
878,65+,Male,Wales,20-40,9
879,18-24,Female,Scotland,80+,12
880,18-24,Female,North England,<20,16
881,25-34,Female,North England,80+,14
882,18-24,Female,London,20-40,10
883,25-34,Male,Scotland,40-60,17
884,45-54,Male,Scotland,20-40,11
885,35-44,Male,North England,20-40,15
886,65+,Female,South England,20-40,12
887,55-64,Male,South England,20-40,12
888,35-44,Female,London,20-40,11
889,25-34,Male,South England,20-40,7
890,35-44,Male,South England,40-60,7
891,45-54,Male,South England,60-80,15
892,25-34,Female,Midlands,40-60,16
893,45-54,Female,London,80+,20
894,35-44,Male,North England,40-60,15
895,45-54,Female,South England,40-60,20
896,35-44,Male,Wales,40-60,12
897,35-44,Other,Midlands,20-40,10
898,65+,Female,South England,40-60,11
899,55-64,Male,Midlands,<20,9
900,25-34,Female,London,60-80,16
901,55-64,Male,Wales,60-80,10
902,35-44,Female,Wales,20-40,11
903,65+,Male,Wales,60-80,17
904,55-64,Female,South England,<20,10
905,35-44,Male,Midlands,20-40,12
906,18-24,Female,Wales,<20,16
907,25-34,Female,Scotland,60-80,11
908,45-54,Female,Scotland,60-80,12
909,45-54,Female,Midlands,60-80,10
910,25-34,Female,South England,<20,18
911,25-34,Male,South England,40-60,13
912,55-64,Male,London,60-80,8
913,65+,Male,London,20-40,13
914,45-54,Other,Wales,40-60,11
915,25-34,Male,North England,<20,17
916,25-34,Female,London,20-40,8
917,18-24,Female,South England,40-60,14
918,65+,Male,North England,40-60,12
919,25-34,Male,London,<20,9
920,45-54,Male,Midlands,20-40,13
921,25-34,Male,Scotland,20-40,14
922,45-54,Male,London,20-40,19
923,45-54,Male,London,20-40,14
924,55-64,Female,Midlands,20-40,12
925,25-34,Female,South England,40-60,12
926,18-24,Male,Wales,20-40,17
927,25-34,Male,Midlands,60-80,12
928,65+,Male,Wales,60-80,11
929,65+,Female,London,<20,12
930,45-54,Female,South England,<20,12
931,45-54,Male,North England,60-80,18
932,45-54,Male,London,<20,16
933,25-34,Female,Midlands,<20,13
934,65+,Female,North England,<20,22
935,35-44,Male,Scotland,40-60,17
936,35-44,Female,North England,40-60,9
937,45-54,Male,Midlands,80+,10
938,18-24,Male,North England,80+,15
939,25-34,Female,Midlands,20-40,16
940,55-64,Female,London,20-40,12
941,18-24,Male,South England,20-40,9
942,45-54,Female,Scotland,20-40,18
943,25-34,Male,South England,<20,12
944,35-44,Female,South England,<20,9
945,35-44,Female,South England,<20,8
946,35-44,Female,Midlands,20-40,17
947,55-64,Female,Midlands,20-40,14
948,35-44,Male,Scotland,80+,6
949,45-54,Female,Midlands,40-60,18
950,35-44,Female,Wales,80+,19
951,45-54,Female,Midlands,20-40,10
952,65+,Male,Midlands,40-60,15
953,55-64,Female,Midlands,20-40,17
954,25-34,Female,London,20-40,18
955,18-24,Male,Scotland,<20,17
956,25-34,Female,Wales,80+,16
957,45-54,Male,Midlands,80+,9
958,18-24,Male,Scotland,<20,16
959,35-44,Female,North England,20-40,9
960,45-54,Female,London,20-40,16
961,35-44,Female,Midlands,20-40,12
962,55-64,Male,Wales,20-40,15
963,25-34,Female,London,<20,11
964,18-24,Male,Wales,40-60,15
965,55-64,Male,London,20-40,12
966,35-44,Male,North England,20-40,14
967,45-54,Female,Scotland,<20,13
968,35-44,Female,London,20-40,19
969,25-34,Female,South England,80+,9
970,55-64,Female,North England,20-40,11
971,55-64,Male,South England,60-80,4
972,45-54,Female,North England,60-80,13
973,25-34,Male,South England,80+,13
974,45-54,Female,South England,60-80,10
975,35-44,Male,Wales,40-60,6
976,18-24,Female,London,60-80,15
977,65+,Female,London,<20,9
978,25-34,Female,North England,40-60,15
979,65+,Female,Scotland,80+,10
980,35-44,Male,Wales,60-80,16
981,25-34,Female,London,80+,19
982,45-54,Male,London,60-80,18
983,65+,Female,Wales,60-80,14
984,55-64,Female,Midlands,60-80,13
985,55-64,Male,Wales,60-80,10
986,45-54,Female,London,40-60,7
987,45-54,Female,Scotland,80+,10
988,55-64,Male,Midlands,60-80,8
989,25-34,Female,South England,60-80,18
990,35-44,Male,Wales,40-60,16
991,25-34,Female,South England,20-40,14
992,65+,Female,Midlands,<20,14
993,65+,Female,Midlands,80+,15
994,18-24,Female,Midlands,40-60,11
995,55-64,Male,North England,20-40,16
996,65+,Female,Wales,<20,11
997,25-34,Male,Scotland,60-80,15
998,45-54,Female,Scotland,60-80,15
999,65+,Female,South England,60-80,8
1000,18-24,Male,South England,40-60,19
1001,45-54,Male,South England,20-40,4
1002,35-44,Female,Wales,20-40,13
1003,65+,Female,London,<20,16
1004,65+,Male,South England,60-80,8
1005,65+,Male,Midlands,<20,13
1006,35-44,Male,South England,40-60,10
1007,55-64,Female,Midlands,40-60,12
1008,55-64,Male,North England,40-60,11
1009,35-44,Female,London,80+,9
1010,55-64,Male,London,<20,10
1011,18-24,Female,Wales,60-80,9
1012,45-54,Male,Wales,<20,9
1013,25-34,Female,Scotland,<20,12
1014,25-34,Male,North England,20-40,15
1015,18-24,Female,Wales,<20,14
1016,45-54,Male,Midlands,60-80,11
1017,35-44,Female,North England,40-60,20
1018,55-64,Female,London,<20,12
1019,18-24,Male,Midlands,<20,13
1020,35-44,Female,North England,40-60,13
1021,45-54,Female,London,60-80,16
1022,55-64,Male,Wales,20-40,11
1023,35-44,Male,Midlands,40-60,9
1024,45-54,Male,Midlands,60-80,13
1025,65+,Female,London,40-60,13
1026,45-54,Female,Midlands,20-40,10
1027,25-34,Male,Wales,40-60,7
1028,18-24,Female,Wales,40-60,4
1029,65+,Female,Wales,60-80,9
1030,18-24,Female,London,40-60,9
1031,65+,Female,South England,80+,5
1032,45-54,Female,South England,20-40,10
1033,65+,Female,Midlands,80+,10
1034,55-64,Male,Wales,40-60,12
1035,65+,Female,Midlands,40-60,14
1036,35-44,Female,London,<20,8
1037,55-64,Male,Midlands,20-40,18
1038,35-44,Female,Scotland,60-80,15
1039,35-44,Female,South England,60-80,12
1040,45-54,Female,Midlands,<20,14
1041,65+,Male,Midlands,40-60,11
1042,65+,Male,North England,<20,5
1043,55-64,Female,Midlands,80+,14
1044,35-44,Female,Scotland,80+,8
1045,35-44,Male,South England,<20,18
1046,55-64,Female,North England,60-80,13
1047,25-34,Female,London,80+,11
1048,25-34,Male,London,20-40,10
1049,35-44,Male,South England,60-80,11
1050,35-44,Male,London,20-40,12
1051,35-44,Female,Scotland,40-60,10
1052,25-34,Male,Midlands,20-40,9
1053,18-24,Male,South England,20-40,19
1054,18-24,Male,North England,20-40,11
1055,65+,Male,Midlands,<20,14
1056,35-44,Male,London,60-80,8
1057,35-44,Male,London,20-40,15
1058,45-54,Female,North England,20-40,8
1059,25-34,Female,Scotland,80+,13
1060,65+,Male,North England,40-60,11
1061,55-64,Male,South England,40-60,23
1062,18-24,Female,North England,80+,14
1063,35-44,Male,London,80+,9
1064,65+,Male,Scotland,20-40,13
1065,65+,Male,Scotland,40-60,5
1066,35-44,Male,Wales,80+,15
1067,45-54,Female,North England,20-40,13
1068,25-34,Male,South England,20-40,11
1069,65+,Female,London,20-40,16
1070,25-34,Male,Midlands,<20,19
1071,65+,Male,Scotland,60-80,7
1072,45-54,Female,North England,60-80,11
1073,45-54,Male,Wales,80+,8
1074,45-54,Female,South England,60-80,5
1075,25-34,Male,South England,20-40,10
1076,25-34,Female,London,<20,12
1077,25-34,Male,Scotland,80+,10
1078,25-34,Female,London,20-40,10
1079,55-64,Male,Wales,20-40,12
1080,35-44,Female,Midlands,80+,16
1081,18-24,Male,Midlands,40-60,14
1082,65+,Female,Midlands,20-40,16
1083,65+,Male,South England,80+,9
1084,65+,Female,Scotland,80+,14
1085,65+,Male,London,<20,8
1086,25-34,Male,London,60-80,11
1087,35-44,Female,Wales,20-40,14
1088,55-64,Male,Midlands,40-60,13
1089,45-54,Male,Scotland,80+,17
1090,25-34,Female,Scotland,80+,10
1091,55-64,Female,Wales,20-40,16
1092,25-34,Male,North England,20-40,11
1093,25-34,Female,Scotland,<20,7
1094,45-54,Female,Scotland,40-60,11
1095,45-54,Male,London,<20,14
1096,45-54,Female,Wales,20-40,14
1097,18-24,Female,Scotland,<20,10
1098,65+,Other,Scotland,20-40,16
1099,25-34,Male,London,<20,19
1100,25-34,Female,Scotland,60-80,8
1101,65+,Male,London,20-40,15
1102,65+,Male,North England,20-40,7
1103,55-64,Male,South England,60-80,9
1104,55-64,Other,London,60-80,10
1105,45-54,Female,London,20-40,7
1106,45-54,Female,Scotland,<20,18
1107,18-24,Female,London,60-80,11
1108,35-44,Male,Wales,20-40,12
1109,35-44,Male,Midlands,60-80,13
1110,25-34,Male,Midlands,20-40,14
1111,55-64,Male,North England,20-40,12
1112,35-44,Female,London,40-60,9
1113,18-24,Female,Wales,60-80,9
1114,25-34,Male,Scotland,80+,13
1115,45-54,Male,Scotland,<20,10
1116,18-24,Male,South England,40-60,15
1117,55-64,Male,North England,<20,6
1118,35-44,Female,Wales,40-60,20
1119,35-44,Female,Wales,80+,10
1120,45-54,Female,Scotland,20-40,15
1121,55-64,Male,South England,80+,10
1122,35-44,Male,Scotland,40-60,11
1123,45-54,Male,South England,80+,12
1124,45-54,Female,Midlands,60-80,7
1125,25-34,Female,Wales,<20,7
1126,65+,Male,Midlands,20-40,19
1127,55-64,Female,Scotland,20-40,12
1128,45-54,Female,North England,20-40,13
1129,55-64,Female,London,40-60,9
1130,55-64,Female,North England,40-60,15
1131,55-64,Female,North England,80+,7
1132,55-64,Female,London,20-40,14
1133,45-54,Male,Wales,60-80,12
1134,45-54,Male,Midlands,80+,11
1135,45-54,Male,Midlands,60-80,9
1136,55-64,Male,Wales,20-40,12
1137,25-34,Female,London,40-60,14
1138,65+,Female,South England,20-40,5
1139,65+,Male,North England,20-40,8
1140,18-24,Female,Scotland,20-40,12
1141,55-64,Male,Midlands,60-80,10
1142,25-34,Male,Wales,40-60,16
1143,35-44,Male,Scotland,40-60,8
1144,55-64,Male,London,80+,19
1145,25-34,Male,Scotland,<20,9
1146,55-64,Female,Scotland,40-60,15
1147,55-64,Male,North England,60-80,13
1148,45-54,Other,London,20-40,10
1149,18-24,Male,Scotland,40-60,11
1150,35-44,Male,Midlands,20-40,12
1151,45-54,Male,London,60-80,14
1152,65+,Female,Midlands,20-40,12
1153,45-54,Male,Wales,20-40,5
1154,25-34,Female,Wales,40-60,13
1155,45-54,Female,South England,20-40,9
1156,45-54,Female,Wales,20-40,8
1157,55-64,Female,Scotland,20-40,6
1158,25-34,Male,London,20-40,12
1159,55-64,Male,Wales,40-60,16
1160,45-54,Male,Midlands,40-60,12
1161,65+,Female,Scotland,40-60,15
1162,35-44,Male,Wales,40-60,16
1163,45-54,Male,North England,20-40,13
1164,65+,Female,Midlands,<20,16
1165,25-34,Male,Midlands,60-80,12
1166,65+,Female,South England,60-80,6
1167,45-54,Female,North England,20-40,16
1168,18-24,Male,South England,20-40,19
1169,35-44,Male,Wales,40-60,17
1170,55-64,Male,North England,40-60,7
1171,18-24,Female,Midlands,40-60,15
1172,45-54,Female,South England,<20,12
1173,35-44,Female,Scotland,60-80,8
1174,45-54,Female,North England,<20,10
1175,18-24,Female,Midlands,40-60,13
1176,65+,Male,London,60-80,12
1177,65+,Male,North England,40-60,10
1178,65+,Female,North England,<20,12
1179,55-64,Male,Wales,80+,10
1180,25-34,Male,Scotland,80+,12
1181,55-64,Female,Wales,60-80,14
1182,18-24,Male,North England,20-40,12
1183,18-24,Female,North England,20-40,17
1184,35-44,Female,Scotland,80+,17
1185,35-44,Male,Scotland,40-60,7
1186,55-64,Female,South England,60-80,14
1187,45-54,Male,Midlands,20-40,7
1188,35-44,Male,Midlands,20-40,14
1189,25-34,Male,South England,80+,14
1190,65+,Male,Midlands,40-60,15
1191,35-44,Female,North England,<20,14
1192,35-44,Male,South England,20-40,12
1193,25-34,Male,South England,40-60,10
1194,55-64,Male,Midlands,<20,11
1195,45-54,Female,London,40-60,13
1196,25-34,Female,Midlands,20-40,15
1197,18-24,Male,Wales,60-80,14
1198,45-54,Male,London,20-40,10
1199,45-54,Male,South England,80+,16
1200,25-34,Male,London,20-40,16
1201,65+,Female,North England,40-60,14
1202,25-34,Female,Scotland,<20,8
1203,35-44,Male,London,60-80,13
1204,65+,Male,Wales,80+,8
1205,35-44,Male,Scotland,60-80,8
1206,45-54,Female,North England,40-60,13
1207,35-44,Male,Wales,40-60,13
1208,25-34,Other,Scotland,60-80,11
1209,65+,Female,North England,80+,12
1210,35-44,Male,Scotland,80+,12
1211,65+,Female,Scotland,20-40,14
1212,25-34,Female,Midlands,80+,16
1213,25-34,Female,Wales,20-40,14
1214,18-24,Male,Wales,20-40,12
1215,45-54,Male,London,<20,13
1216,35-44,Female,Wales,20-40,13
1217,55-64,Female,Wales,60-80,11
1218,35-44,Female,Scotland,60-80,7
1219,65+,Female,South England,60-80,16
1220,25-34,Female,Midlands,40-60,15
1221,55-64,Female,London,40-60,11
1222,55-64,Male,Midlands,60-80,7
1223,55-64,Female,London,20-40,13
1224,55-64,Female,North England,60-80,12
1225,55-64,Female,Scotland,40-60,8
1226,45-54,Female,Wales,40-60,14
1227,25-34,Male,Wales,40-60,12
1228,18-24,Female,South England,80+,13
1229,65+,Female,Midlands,20-40,18
1230,45-54,Male,Midlands,20-40,8
1231,55-64,Male,Midlands,60-80,7
1232,35-44,Male,Wales,40-60,13
1233,25-34,Male,Midlands,80+,13
1234,25-34,Male,Scotland,20-40,13
1235,45-54,Male,London,20-40,13
1236,35-44,Female,Wales,80+,14
1237,25-34,Female,Scotland,40-60,12
1238,35-44,Female,North England,40-60,10
1239,18-24,Female,Scotland,20-40,15
1240,45-54,Male,Scotland,20-40,10
1241,25-34,Male,North England,40-60,6
1242,55-64,Female,Scotland,<20,16
1243,35-44,Male,London,60-80,13
1244,35-44,Female,Wales,60-80,12
1245,18-24,Female,South England,20-40,15
1246,18-24,Female,North England,40-60,9
1247,35-44,Other,Wales,40-60,17
1248,35-44,Male,Midlands,20-40,9
1249,45-54,Male,London,20-40,16
1250,35-44,Female,South England,20-40,19
1251,45-54,Male,London,40-60,6
1252,55-64,Female,London,40-60,14
1253,55-64,Male,Midlands,40-60,15
1254,18-24,Female,South England,60-80,12
1255,35-44,Female,London,60-80,8
1256,25-34,Female,Midlands,40-60,8
1257,25-34,Male,North England,60-80,19
1258,65+,Male,Midlands,20-40,9
1259,25-34,Female,Scotland,80+,12
1260,35-44,Male,Wales,40-60,14
1261,45-54,Female,Midlands,60-80,10
1262,55-64,Female,Midlands,40-60,6
1263,45-54,Female,Midlands,20-40,15
1264,18-24,Female,London,40-60,14
1265,35-44,Male,South England,20-40,8
1266,45-54,Female,Midlands,40-60,14
1267,18-24,Female,Midlands,40-60,18
1268,35-44,Male,Scotland,60-80,10
1269,18-24,Female,Scotland,40-60,12
1270,18-24,Male,North England,40-60,10
1271,35-44,Male,North England,20-40,18
1272,25-34,Male,Scotland,80+,17
1273,45-54,Female,South England,60-80,12
1274,45-54,Male,North England,60-80,15
1275,55-64,Female,Wales,20-40,16
1276,25-34,Female,Wales,40-60,15
1277,25-34,Male,South England,<20,10
1278,25-34,Male,Scotland,40-60,11
1279,45-54,Female,North England,<20,12
1280,55-64,Male,Midlands,40-60,8
1281,18-24,Female,Scotland,40-60,11
1282,65+,Male,North England,20-40,14
1283,18-24,Female,South England,40-60,12
1284,45-54,Female,Wales,60-80,10
1285,55-64,Male,South England,<20,9
1286,65+,Male,North England,60-80,11
1287,55-64,Male,South England,20-40,10
1288,55-64,Male,North England,<20,7
1289,35-44,Female,North England,20-40,15
1290,55-64,Female,South England,60-80,11
1291,18-24,Male,London,20-40,5
1292,65+,Female,Midlands,60-80,20
1293,45-54,Female,Scotland,40-60,12
1294,55-64,Male,Wales,<20,11
1295,35-44,Male,Midlands,60-80,14
1296,45-54,Female,Scotland,<20,8
1297,45-54,Female,Scotland,60-80,14
1298,55-64,Female,Wales,20-40,13
1299,18-24,Female,Midlands,20-40,14
1300,18-24,Male,Wales,60-80,14
1301,25-34,Female,North England,80+,17
1302,25-34,Female,Wales,20-40,14
1303,65+,Female,South England,60-80,13
1304,25-34,Male,London,20-40,12
1305,65+,Male,London,60-80,8
1306,35-44,Male,London,40-60,8
1307,25-34,Female,Midlands,20-40,10
1308,55-64,Male,Midlands,20-40,13
1309,45-54,Male,North England,<20,7
1310,35-44,Male,London,20-40,10
1311,45-54,Male,North England,20-40,10
1312,55-64,Female,London,40-60,12
1313,25-34,Female,Midlands,80+,15
1314,65+,Female,South England,<20,10
1315,65+,Male,South England,40-60,14
1316,45-54,Female,South England,40-60,11
1317,25-34,Male,Wales,80+,11
1318,45-54,Male,South England,40-60,12
1319,18-24,Male,Scotland,40-60,11
1320,18-24,Male,London,40-60,5
1321,25-34,Male,South England,20-40,4
1322,35-44,Female,Scotland,<20,13
1323,55-64,Female,Scotland,20-40,12
1324,55-64,Female,Scotland,<20,14
1325,55-64,Male,North England,40-60,12
1326,35-44,Male,North England,20-40,12
1327,35-44,Male,Scotland,40-60,13
1328,35-44,Other,Wales,<20,12
1329,65+,Female,South England,80+,12
1330,18-24,Female,London,80+,14
1331,55-64,Male,Wales,20-40,21
1332,45-54,Female,Midlands,20-40,12
1333,35-44,Male,North England,40-60,18
1334,55-64,Female,South England,<20,8
1335,35-44,Female,South England,20-40,14
1336,65+,Female,Midlands,20-40,16
1337,65+,Female,Midlands,80+,20
1338,35-44,Male,South England,60-80,14
1339,25-34,Female,Midlands,40-60,6
1340,45-54,Female,South England,40-60,7
1341,65+,Male,Wales,80+,12
1342,25-34,Male,Midlands,80+,16
1343,45-54,Male,Wales,80+,14
1344,45-54,Male,Wales,<20,10
1345,55-64,Male,Midlands,20-40,10
1346,25-34,Female,South England,40-60,13
1347,55-64,Male,Scotland,40-60,16
1348,65+,Male,South England,<20,14
1349,25-34,Female,London,<20,15
1350,25-34,Female,Midlands,80+,8
1351,65+,Female,North England,60-80,12
1352,25-34,Male,Midlands,20-40,14
1353,55-64,Female,London,80+,12
1354,35-44,Female,Wales,40-60,15
1355,25-34,Male,North England,60-80,12
1356,65+,Male,North England,20-40,7
1357,35-44,Female,South England,<20,15
1358,45-54,Female,Scotland,20-40,14
1359,35-44,Female,South England,40-60,18
1360,45-54,Female,North England,40-60,13
1361,25-34,Female,North England,<20,13
1362,35-44,Female,Scotland,80+,13
1363,65+,Male,Midlands,20-40,6
1364,25-34,Male,Scotland,20-40,9
1365,45-54,Male,Wales,40-60,11
1366,35-44,Female,South England,40-60,18
1367,55-64,Female,Midlands,20-40,9
1368,25-34,Female,South England,60-80,13
1369,65+,Male,Scotland,40-60,8
1370,35-44,Female,Midlands,40-60,20
1371,25-34,Male,Scotland,60-80,8
1372,18-24,Male,Wales,<20,13
1373,25-34,Female,London,40-60,10
1374,45-54,Female,North England,80+,18
1375,35-44,Other,Midlands,<20,11
1376,55-64,Male,North England,20-40,14
1377,35-44,Female,London,80+,11
1378,25-34,Male,Midlands,20-40,9
1379,45-54,Male,North England,40-60,14
1380,55-64,Female,North England,80+,15
1381,25-34,Female,Midlands,20-40,15
1382,25-34,Female,North England,<20,12
1383,18-24,Male,North England,60-80,13
1384,55-64,Female,Midlands,60-80,13
1385,45-54,Male,North England,40-60,13
1386,35-44,Female,North England,40-60,11
1387,55-64,Male,South England,60-80,15
1388,55-64,Male,Wales,60-80,21
1389,45-54,Female,South England,20-40,15
1390,55-64,Female,London,<20,12
1391,25-34,Male,South England,40-60,10
1392,25-34,Male,South England,60-80,12
1393,25-34,Female,London,80+,5
1394,18-24,Male,North England,80+,19
1395,45-54,Male,North England,60-80,12
1396,65+,Male,South England,40-60,11
1397,18-24,Male,London,20-40,14
1398,25-34,Female,North England,60-80,14
1399,35-44,Female,Scotland,60-80,14
1400,65+,Female,Midlands,40-60,8
1401,35-44,Other,Midlands,<20,17
1402,45-54,Male,Wales,80+,15
1403,18-24,Male,Midlands,40-60,12
1404,25-34,Male,South England,20-40,13
1405,65+,Male,Midlands,40-60,10
1406,65+,Male,Midlands,40-60,11
1407,18-24,Female,Scotland,20-40,12
1408,65+,Female,North England,60-80,9
1409,45-54,Male,Scotland,20-40,14
1410,55-64,Female,South England,20-40,18
1411,35-44,Female,Midlands,20-40,10
1412,45-54,Female,North England,60-80,8
1413,35-44,Female,Wales,80+,17
1414,45-54,Female,Wales,60-80,11
1415,25-34,Female,Midlands,80+,16
1416,18-24,Female,Midlands,<20,17
1417,35-44,Female,Wales,<20,12
1418,55-64,Male,Wales,40-60,9
1419,25-34,Male,South England,20-40,11
1420,45-54,Female,Midlands,60-80,12
1421,65+,Male,Wales,40-60,11
1422,18-24,Male,London,80+,11
1423,45-54,Female,Wales,20-40,16
1424,35-44,Male,North England,40-60,13
1425,55-64,Female,North England,40-60,14
1426,25-34,Female,London,20-40,6
1427,45-54,Female,South England,40-60,5
1428,55-64,Female,Midlands,20-40,14
1429,65+,Male,Midlands,20-40,11
1430,45-54,Female,Wales,20-40,11
1431,35-44,Female,North England,<20,17
1432,45-54,Other,South England,40-60,16
1433,55-64,Male,South England,20-40,15
1434,45-54,Male,South England,<20,12
1435,18-24,Female,Wales,20-40,16
1436,65+,Male,Midlands,20-40,11
1437,45-54,Female,South England,20-40,10
1438,45-54,Male,Wales,<20,9
1439,25-34,Male,Wales,40-60,12
1440,45-54,Male,London,40-60,8
1441,35-44,Male,Scotland,40-60,10
1442,45-54,Female,South England,60-80,15
1443,25-34,Female,Scotland,40-60,13
1444,45-54,Male,Midlands,40-60,21
1445,65+,Female,Wales,60-80,14
1446,18-24,Male,South England,20-40,12
1447,65+,Female,North England,60-80,11
1448,35-44,Male,Midlands,20-40,12
1449,65+,Female,London,20-40,9
1450,55-64,Female,London,60-80,9
1451,45-54,Female,Scotland,20-40,8
1452,55-64,Female,Wales,20-40,10
1453,65+,Female,Scotland,20-40,9
1454,35-44,Female,North England,20-40,15
1455,35-44,Female,North England,20-40,10
1456,45-54,Female,London,40-60,16
1457,55-64,Female,South England,60-80,18
1458,55-64,Male,London,60-80,10
1459,55-64,Female,London,20-40,17
1460,35-44,Male,North England,80+,11
1461,55-64,Female,Scotland,40-60,18
1462,25-34,Female,North England,20-40,9
1463,45-54,Female,Wales,60-80,9
1464,18-24,Male,North England,60-80,9
1465,35-44,Male,North England,60-80,7
1466,35-44,Female,London,20-40,13
1467,35-44,Female,South England,40-60,5
1468,45-54,Male,London,60-80,14
1469,35-44,Male,Midlands,40-60,11
1470,35-44,Female,North England,40-60,13
1471,25-34,Female,North England,40-60,12
1472,35-44,Male,Midlands,60-80,9
1473,25-34,Male,North England,20-40,5
1474,18-24,Male,North England,40-60,10
1475,45-54,Female,Wales,<20,16
1476,45-54,Male,North England,40-60,12
1477,45-54,Male,Midlands,60-80,11
1478,35-44,Male,London,<20,8
1479,35-44,Male,North England,40-60,15
1480,55-64,Female,South England,20-40,16
1481,45-54,Male,Midlands,<20,18
1482,35-44,Male,Scotland,20-40,15
1483,18-24,Male,Wales,20-40,13
1484,35-44,Male,Midlands,20-40,16
1485,35-44,Male,London,20-40,19
1486,35-44,Female,Midlands,60-80,13
1487,45-54,Female,Scotland,60-80,7
1488,45-54,Female,Wales,40-60,15
1489,45-54,Female,South England,<20,7
1490,55-64,Female,Scotland,80+,16
1491,55-64,Male,Midlands,40-60,8
1492,55-64,Female,Scotland,<20,14
1493,65+,Female,Midlands,60-80,11
1494,18-24,Female,South England,20-40,19
1495,25-34,Female,South England,40-60,18
1496,18-24,Male,London,40-60,14
1497,45-54,Female,South England,20-40,13
1498,65+,Female,North England,80+,17
1499,25-34,Other,Scotland,20-40,16
