Customer_ID,Age_Group,Gender,Region,Annual_Income_£k
861,25-34,Male,South England,20-40
862,45-54,Female,Midlands,80+
863,18-24,Male,Midlands,<20
864,25-34,Other,South England,60-80
865,55-64,Female,Scotland,40-60
866,25-34,Female,Midlands,60-80
867,45-54,Female,Midlands,60-80
868,25-34,Female,London,80+
869,18-24,Female,Wales,20-40
870,25-34,Male,London,80+
871,55-64,Female,Scotland,20-40
872,55-64,Female,Midlands,<20
873,55-64,Female,Midlands,20-40
874,35-44,Male,North England,60-80
875,45-54,Male,Scotland,40-60
876,25-34,Male,Wales,60-80
877,35-44,Female,Wales,60-80
878,65+,Male,Wales,20-40
879,18-24,Female,Scotland,80+
880,18-24,Female,North England,<20
881,25-34,Female,North England,80+
882,18-24,Female,London,20-40
883,25-34,Male,Scotland,40-60
884,45-54,Male,Scotland,20-40
885,35-44,Male,North England,20-40
886,65+,Female,South England,20-40
887,55-64,Male,South England,20-40
888,35-44,Female,London,20-40
889,25-34,Male,South England,20-40
890,35-44,Male,South England,40-60
891,45-54,Male,South England,60-80
892,25-34,Female,Midlands,40-60
893,45-54,Female,London,80+
894,35-44,Male,North England,40-60
895,45-54,Female,South England,40-60
896,35-44,Male,Wales,40-60
897,35-44,Other,Midlands,20-40
898,65+,Female,South England,40-60
899,55-64,Male,Midlands,<20
900,25-34,Female,London,60-80
901,55-64,Male,Wales,60-80
902,35-44,Female,Wales,20-40
903,65+,Male,Wales,60-80
904,55-64,Female,South England,<20
905,35-44,Male,Midlands,20-40
906,18-24,Female,Wales,<20
907,25-34,Female,Scotland,60-80
908,45-54,Female,Scotland,60-80
909,45-54,Female,Midlands,60-80
910,25-34,Female,South England,<20
911,25-34,Male,South England,40-60
912,55-64,Male,London,60-80
913,65+,Male,London,20-40
914,45-54,Other,Wales,40-60
915,25-34,Male,North England,<20
916,25-34,Female,London,20-40
917,18-24,Female,South England,40-60
918,65+,Male,North England,40-60
919,25-34,Male,London,<20
920,45-54,Male,Midlands,20-40
921,25-34,Male,Scotland,20-40
922,45-54,Male,London,20-40
923,45-54,Male,London,20-40
924,55-64,Female,Midlands,20-40
925,25-34,Female,South England,40-60
926,18-24,Male,Wales,20-40
927,25-34,Male,Midlands,60-80
928,65+,Male,Wales,60-80
929,65+,Female,London,<20
930,45-54,Female,South England,<20
931,45-54,Male,North England,60-80
932,45-54,Male,London,<20
933,25-34,Female,Midlands,<20
934,65+,Female,North England,<20
935,35-44,Male,Scotland,40-60
936,35-44,Female,North England,40-60
937,45-54,Male,Midlands,80+
938,18-24,Male,North England,80+
939,25-34,Female,Midlands,20-40
940,55-64,Female,London,20-40
941,18-24,Male,South England,20-40
942,45-54,Female,Scotland,20-40
943,25-34,Male,South England,<20
944,35-44,Female,South England,<20
945,35-44,Female,South England,<20
946,35-44,Female,Midlands,20-40
947,55-64,Female,Midlands,20-40
948,35-44,Male,Scotland,80+
949,45-54,Female,Midlands,40-60
950,35-44,Female,Wales,80+
951,45-54,Female,Midlands,20-40
952,65+,Male,Midlands,40-60
953,55-64,Female,Midlands,20-40
954,25-34,Female,London,20-40
955,18-24,Male,Scotland,<20
956,25-34,Female,Wales,80+
957,45-54,Male,Midlands,80+
958,18-24,Male,Scotland,<20
959,35-44,Female,North England,20-40
960,45-54,Female,London,20-40
961,35-44,Female,Midlands,20-40
962,55-64,Male,Wales,20-40
963,25-34,Female,London,<20
964,18-24,Male,Wales,40-60
965,55-64,Male,London,20-40
966,35-44,Male,North England,20-40
967,45-54,Female,Scotland,<20
968,35-44,Female,London,20-40
969,25-34,Female,South England,80+
970,55-64,Female,North England,20-40
971,55-64,Male,South England,60-80
972,45-54,Female,North England,60-80
973,25-34,Male,South England,80+
974,45-54,Female,South England,60-80
975,35-44,Male,Wales,40-60
976,18-24,Female,London,60-80
977,65+,Female,London,<20
978,25-34,Female,North England,40-60
979,65+,Female,Scotland,80+
980,35-44,Male,Wales,60-80
981,25-34,Female,London,80+
982,45-54,Male,London,60-80
983,65+,Female,Wales,60-80
984,55-64,Female,Midlands,60-80
985,55-64,Male,Wales,60-80
986,45-54,Female,London,40-60
987,45-54,Female,Scotland,80+
988,55-64,Male,Midlands,60-80
989,25-34,Female,South England,60-80
990,35-44,Male,Wales,40-60
991,25-34,Female,South England,20-40
992,65+,Female,Midlands,<20
993,65+,Female,Midlands,80+
994,18-24,Female,Midlands,40-60
995,55-64,Male,North England,20-40
996,65+,Female,Wales,<20
997,25-34,Male,Scotland,60-80
998,45-54,Female,Scotland,60-80
999,65+,Female,South England,60-80
1000,18-24,Male,South England,40-60
1001,45-54,Male,South England,20-40
1002,35-44,Female,Wales,20-40
1003,65+,Female,London,<20
1004,65+,Male,South England,60-80
1005,65+,Male,Midlands,<20
1006,35-44,Male,South England,40-60
1007,55-64,Female,Midlands,40-60
1008,55-64,Male,North England,40-60
1009,35-44,Female,London,80+
1010,55-64,Male,London,<20
1011,18-24,Female,Wales,60-80
1012,45-54,Male,Wales,<20
1013,25-34,Female,Scotland,<20
1014,25-34,Male,North England,20-40
1015,18-24,Female,Wales,<20
1016,45-54,Male,Midlands,60-80
1017,35-44,Female,North England,40-60
1018,55-64,Female,London,<20
1019,18-24,Male,Midlands,<20
1020,35-44,Female,North England,40-60
1021,45-54,Female,London,60-80
1022,55-64,Male,Wales,20-40
1023,35-44,Male,Midlands,40-60
1024,45-54,Male,Midlands,60-80
1025,65+,Female,London,40-60
1026,45-54,Female,Midlands,20-40
1027,25-34,Male,Wales,40-60
1028,18-24,Female,Wales,40-60
1029,65+,Female,Wales,60-80
1030,18-24,Female,London,40-60
1031,65+,Female,South England,80+
1032,45-54,Female,South England,20-40
1033,65+,Female,Midlands,80+
1034,55-64,Male,Wales,40-60
1035,65+,Female,Midlands,40-60
1036,35-44,Female,London,<20
1037,55-64,Male,Midlands,20-40
1038,35-44,Female,Scotland,60-80
1039,35-44,Female,South England,60-80
1040,45-54,Female,Midlands,<20
1041,65+,Male,Midlands,40-60
1042,65+,Male,North England,<20
1043,55-64,Female,Midlands,80+
1044,35-44,Female,Scotland,80+
1045,35-44,Male,South England,<20
1046,55-64,Female,North England,60-80
1047,25-34,Female,London,80+
1048,25-34,Male,London,20-40
1049,35-44,Male,South England,60-80
1050,35-44,Male,London,20-40
1051,35-44,Female,Scotland,40-60
1052,25-34,Male,Midlands,20-40
1053,18-24,Male,South England,20-40
1054,18-24,Male,North England,20-40
1055,65+,Male,Midlands,<20
1056,35-44,Male,London,60-80
1057,35-44,Male,London,20-40
1058,45-54,Female,North England,20-40
1059,25-34,Female,Scotland,80+
1060,65+,Male,North England,40-60
1061,55-64,Male,South England,40-60
1062,18-24,Female,North England,80+
1063,35-44,Male,London,80+
1064,65+,Male,Scotland,20-40
1065,65+,Male,Scotland,40-60
1066,35-44,Male,Wales,80+
1067,45-54,Female,North England,20-40
1068,25-34,Male,South England,20-40
1069,65+,Female,London,20-40
1070,25-34,Male,Midlands,<20
1071,65+,Male,Scotland,60-80
1072,45-54,Female,North England,60-80
1073,45-54,Male,Wales,80+
1074,45-54,Female,South England,60-80
1075,25-34,Male,South England,20-40
1076,25-34,Female,London,<20
1077,25-34,Male,Scotland,80+
1078,25-34,Female,London,20-40
1079,55-64,Male,Wales,20-40
1080,35-44,Female,Midlands,80+
1081,18-24,Male,Midlands,40-60
1082,65+,Female,Midlands,20-40
1083,65+,Male,South England,80+
1084,65+,Female,Scotland,80+
1085,65+,Male,London,<20
1086,25-34,Male,London,60-80
1087,35-44,Female,Wales,20-40
1088,55-64,Male,Midlands,40-60
1089,45-54,Male,Scotland,80+
1090,25-34,Female,Scotland,80+
1091,55-64,Female,Wales,20-40
1092,25-34,Male,North England,20-40
1093,25-34,Female,Scotland,<20
1094,45-54,Female,Scotland,40-60
1095,45-54,Male,London,<20
1096,45-54,Female,Wales,20-40
1097,18-24,Female,Scotland,<20
1098,65+,Other,Scotland,20-40
1099,25-34,Male,London,<20
1100,25-34,Female,Scotland,60-80
1101,65+,Male,London,20-40
1102,65+,Male,North England,20-40
1103,55-64,Male,South England,60-80
1104,55-64,Other,London,60-80
1105,45-54,Female,London,20-40
1106,45-54,Female,Scotland,<20
1107,18-24,Female,London,60-80
1108,35-44,Male,Wales,20-40
1109,35-44,Male,Midlands,60-80
1110,25-34,Male,Midlands,20-40
1111,55-64,Male,North England,20-40
1112,35-44,Female,London,40-60
1113,18-24,Female,Wales,60-80
1114,25-34,Male,Scotland,80+
1115,45-54,Male,Scotland,<20
1116,18-24,Male,South England,40-60
1117,55-64,Male,North England,<20
1118,35-44,Female,Wales,40-60
1119,35-44,Female,Wales,80+
1120,45-54,Female,Scotland,20-40
1121,55-64,Male,South England,80+
1122,35-44,Male,Scotland,40-60
1123,45-54,Male,South England,80+
1124,45-54,Female,Midlands,60-80
1125,25-34,Female,Wales,<20
1126,65+,Male,Midlands,20-40
1127,55-64,Female,Scotland,20-40
1128,45-54,Female,North England,20-40
1129,55-64,Female,London,40-60
1130,55-64,Female,North England,40-60
1131,55-64,Female,North England,80+
1132,55-64,Female,London,20-40
1133,45-54,Male,Wales,60-80
1134,45-54,Male,Midlands,80+
1135,45-54,Male,Midlands,60-80
1136,55-64,Male,Wales,20-40
1137,25-34,Female,London,40-60
1138,65+,Female,South England,20-40
1139,65+,Male,North England,20-40
1140,18-24,Female,Scotland,20-40
1141,55-64,Male,Midlands,60-80
1142,25-34,Male,Wales,40-60
1143,35-44,Male,Scotland,40-60
1144,55-64,Male,London,80+
1145,25-34,Male,Scotland,<20
1146,55-64,Female,Scotland,40-60
1147,55-64,Male,North England,60-80
1148,45-54,Other,London,20-40
1149,18-24,Male,Scotland,40-60
1150,35-44,Male,Midlands,20-40
1151,45-54,Male,London,60-80
1152,65+,Female,Midlands,20-40
1153,45-54,Male,Wales,20-40
1154,25-34,Female,Wales,40-60
1155,45-54,Female,South England,20-40
1156,45-54,Female,Wales,20-40
1157,55-64,Female,Scotland,20-40
1158,25-34,Male,London,20-40
1159,55-64,Male,Wales,40-60
1160,45-54,Male,Midlands,40-60
1161,65+,Female,Scotland,40-60
1162,35-44,Male,Wales,40-60
1163,45-54,Male,North England,20-40
1164,65+,Female,Midlands,<20
1165,25-34,Male,Midlands,60-80
1166,65+,Female,South England,60-80
1167,45-54,Female,North England,20-40
1168,18-24,Male,South England,20-40
1169,35-44,Male,Wales,40-60
1170,55-64,Male,North England,40-60
1171,18-24,Female,Midlands,40-60
1172,45-54,Female,South England,<20
1173,35-44,Female,Scotland,60-80
1174,45-54,Female,North England,<20
1175,18-24,Female,Midlands,40-60
1176,65+,Male,London,60-80
1177,65+,Male,North England,40-60
1178,65+,Female,North England,<20
1179,55-64,Male,Wales,80+
1180,25-34,Male,Scotland,80+
1181,55-64,Female,Wales,60-80
1182,18-24,Male,North England,20-40
1183,18-24,Female,North England,20-40
1184,35-44,Female,Scotland,80+
1185,35-44,Male,Scotland,40-60
1186,55-64,Female,South England,60-80
1187,45-54,Male,Midlands,20-40
1188,35-44,Male,Midlands,20-40
1189,25-34,Male,South England,80+
1190,65+,Male,Midlands,40-60
1191,35-44,Female,North England,<20
1192,35-44,Male,South England,20-40
1193,25-34,Male,South England,40-60
1194,55-64,Male,Midlands,<20
1195,45-54,Female,London,40-60
1196,25-34,Female,Midlands,20-40
1197,18-24,Male,Wales,60-80
1198,45-54,Male,London,20-40
1199,45-54,Male,South England,80+
1200,25-34,Male,London,20-40
1201,65+,Female,North England,40-60
1202,25-34,Female,Scotland,<20
1203,35-44,Male,London,60-80
1204,65+,Male,Wales,80+
1205,35-44,Male,Scotland,60-80
1206,45-54,Female,North England,40-60
1207,35-44,Male,Wales,40-60
1208,25-34,Other,Scotland,60-80
1209,65+,Female,North England,80+
1210,35-44,Male,Scotland,80+
1211,65+,Female,Scotland,20-40
1212,25-34,Female,Midlands,80+
1213,25-34,Female,Wales,20-40
1214,18-24,Male,Wales,20-40
1215,45-54,Male,London,<20
1216,35-44,Female,Wales,20-40
1217,55-64,Female,Wales,60-80
1218,35-44,Female,Scotland,60-80
1219,65+,Female,South England,60-80
1220,25-34,Female,Midlands,40-60
1221,55-64,Female,London,40-60
1222,55-64,Male,Midlands,60-80
1223,55-64,Female,London,20-40
1224,55-64,Female,North England,60-80
1225,55-64,Female,Scotland,40-60
1226,45-54,Female,Wales,40-60
1227,25-34,Male,Wales,40-60
1228,18-24,Female,South England,80+
1229,65+,Female,Midlands,20-40
1230,45-54,Male,Midlands,20-40
1231,55-64,Male,Midlands,60-80
1232,35-44,Male,Wales,40-60
1233,25-34,Male,Midlands,80+
1234,25-34,Male,Scotland,20-40
1235,45-54,Male,London,20-40
1236,35-44,Female,Wales,80+
1237,25-34,Female,Scotland,40-60
1238,35-44,Female,North England,40-60
1239,18-24,Female,Scotland,20-40
1240,45-54,Male,Scotland,20-40
1241,25-34,Male,North England,40-60
1242,55-64,Female,Scotland,<20
1243,35-44,Male,London,60-80
1244,35-44,Female,Wales,60-80
1245,18-24,Female,South England,20-40
1246,18-24,Female,North England,40-60
1247,35-44,Other,Wales,40-60
1248,35-44,Male,Midlands,20-40
1249,45-54,Male,London,20-40
1250,35-44,Female,South England,20-40
1251,45-54,Male,London,40-60
1252,55-64,Female,London,40-60
1253,55-64,Male,Midlands,40-60
1254,18-24,Female,South England,60-80
1255,35-44,Female,London,60-80
1256,25-34,Female,Midlands,40-60
1257,25-34,Male,North England,60-80
1258,65+,Male,Midlands,20-40
1259,25-34,Female,Scotland,80+
1260,35-44,Male,Wales,40-60
1261,45-54,Female,Midlands,60-80
1262,55-64,Female,Midlands,40-60
1263,45-54,Female,Midlands,20-40
1264,18-24,Female,London,40-60
1265,35-44,Male,South England,20-40
1266,45-54,Female,Midlands,40-60
1267,18-24,Female,Midlands,40-60
1268,35-44,Male,Scotland,60-80
1269,18-24,Female,Scotland,40-60
1270,18-24,Male,North England,40-60
1271,35-44,Male,North England,20-40
1272,25-34,Male,Scotland,80+
1273,45-54,Female,South England,60-80
1274,45-54,Male,North England,60-80
1275,55-64,Female,Wales,20-40
1276,25-34,Female,Wales,40-60
1277,25-34,Male,South England,<20
1278,25-34,Male,Scotland,40-60
1279,45-54,Female,North England,<20
1280,55-64,Male,Midlands,40-60
1281,18-24,Female,Scotland,40-60
1282,65+,Male,North England,20-40
1283,18-24,Female,South England,40-60
1284,45-54,Female,Wales,60-80
1285,55-64,Male,South England,<20
1286,65+,Male,North England,60-80
1287,55-64,Male,South England,20-40
1288,55-64,Male,North England,<20
1289,35-44,Female,North England,20-40
1290,55-64,Female,South England,60-80
1291,18-24,Male,London,20-40
1292,65+,Female,Midlands,60-80
1293,45-54,Female,Scotland,40-60
1294,55-64,Male,Wales,<20
1295,35-44,Male,Midlands,60-80
1296,45-54,Female,Scotland,<20
1297,45-54,Female,Scotland,60-80
1298,55-64,Female,Wales,20-40
1299,18-24,Female,Midlands,20-40
1300,18-24,Male,Wales,60-80
1301,25-34,Female,North England,80+
1302,25-34,Female,Wales,20-40
1303,65+,Female,South England,60-80
1304,25-34,Male,London,20-40
1305,65+,Male,London,60-80
1306,35-44,Male,London,40-60
1307,25-34,Female,Midlands,20-40
1308,55-64,Male,Midlands,20-40
1309,45-54,Male,North England,<20
1310,35-44,Male,London,20-40
1311,45-54,Male,North England,20-40
1312,55-64,Female,London,40-60
1313,25-34,Female,Midlands,80+
1314,65+,Female,South England,<20
1315,65+,Male,South England,40-60
1316,45-54,Female,South England,40-60
1317,25-34,Male,Wales,80+
1318,45-54,Male,South England,40-60
1319,18-24,Male,Scotland,40-60
1320,18-24,Male,London,40-60
1321,25-34,Male,South England,20-40
1322,35-44,Female,Scotland,<20
1323,55-64,Female,Scotland,20-40
1324,55-64,Female,Scotland,<20
1325,55-64,Male,North England,40-60
1326,35-44,Male,North England,20-40
1327,35-44,Male,Scotland,40-60
1328,35-44,Other,Wales,<20
1329,65+,Female,South England,80+
1330,18-24,Female,London,80+
1331,55-64,Male,Wales,20-40
1332,45-54,Female,Midlands,20-40
1333,35-44,Male,North England,40-60
1334,55-64,Female,South England,<20
1335,35-44,Female,South England,20-40
1336,65+,Female,Midlands,20-40
1337,65+,Female,Midlands,80+
1338,35-44,Male,South England,60-80
1339,25-34,Female,Midlands,40-60
1340,45-54,Female,South England,40-60
1341,65+,Male,Wales,80+
1342,25-34,Male,Midlands,80+
1343,45-54,Male,Wales,80+
1344,45-54,Male,Wales,<20
1345,55-64,Male,Midlands,20-40
1346,25-34,Female,South England,40-60
1347,55-64,Male,Scotland,40-60
1348,65+,Male,South England,<20
1349,25-34,Female,London,<20
1350,25-34,Female,Midlands,80+
1351,65+,Female,North England,60-80
1352,25-34,Male,Midlands,20-40
1353,55-64,Female,London,80+
1354,35-44,Female,Wales,40-60
1355,25-34,Male,North England,60-80
1356,65+,Male,North England,20-40
1357,35-44,Female,South England,<20
1358,45-54,Female,Scotland,20-40
1359,35-44,Female,South England,40-60
1360,45-54,Female,North England,40-60
1361,25-34,Female,North England,<20
1362,35-44,Female,Scotland,80+
1363,65+,Male,Midlands,20-40
1364,25-34,Male,Scotland,20-40
1365,45-54,Male,Wales,40-60
1366,35-44,Female,South England,40-60
1367,55-64,Female,Midlands,20-40
1368,25-34,Female,South England,60-80
1369,65+,Male,Scotland,40-60
1370,35-44,Female,Midlands,40-60
1371,25-34,Male,Scotland,60-80
1372,18-24,Male,Wales,<20
1373,25-34,Female,London,40-60
1374,45-54,Female,North England,80+
1375,35-44,Other,Midlands,<20
1376,55-64,Male,North England,20-40
1377,35-44,Female,London,80+
1378,25-34,Male,Midlands,20-40
1379,45-54,Male,North England,40-60
1380,55-64,Female,North England,80+
1381,25-34,Female,Midlands,20-40
1382,25-34,Female,North England,<20
1383,18-24,Male,North England,60-80
1384,55-64,Female,Midlands,60-80
1385,45-54,Male,North England,40-60
1386,35-44,Female,North England,40-60
1387,55-64,Male,South England,60-80
1388,55-64,Male,Wales,60-80
1389,45-54,Female,South England,20-40
1390,55-64,Female,London,<20
1391,25-34,Male,South England,40-60
1392,25-34,Male,South England,60-80
1393,25-34,Female,London,80+
1394,18-24,Male,North England,80+
1395,45-54,Male,North England,60-80
1396,65+,Male,South England,40-60
1397,18-24,Male,London,20-40
1398,25-34,Female,North England,60-80
1399,35-44,Female,Scotland,60-80
1400,65+,Female,Midlands,40-60
1401,35-44,Other,Midlands,<20
1402,45-54,Male,Wales,80+
1403,18-24,Male,Midlands,40-60
1404,25-34,Male,South England,20-40
1405,65+,Male,Midlands,40-60
1406,65+,Male,Midlands,40-60
1407,18-24,Female,Scotland,20-40
1408,65+,Female,North England,60-80
1409,45-54,Male,Scotland,20-40
1410,55-64,Female,South England,20-40
1411,35-44,Female,Midlands,20-40
1412,45-54,Female,North England,60-80
1413,35-44,Female,Wales,80+
1414,45-54,Female,Wales,60-80
1415,25-34,Female,Midlands,80+
1416,18-24,Female,Midlands,<20
1417,35-44,Female,Wales,<20
1418,55-64,Male,Wales,40-60
1419,25-34,Male,South England,20-40
1420,45-54,Female,Midlands,60-80
1421,65+,Male,Wales,40-60
1422,18-24,Male,London,80+
1423,45-54,Female,Wales,20-40
1424,35-44,Male,North England,40-60
1425,55-64,Female,North England,40-60
1426,25-34,Female,London,20-40
1427,45-54,Female,South England,40-60
1428,55-64,Female,Midlands,20-40
1429,65+,Male,Midlands,20-40
1430,45-54,Female,Wales,20-40
1431,35-44,Female,North England,<20
1432,45-54,Other,South England,40-60
1433,55-64,Male,South England,20-40
1434,45-54,Male,South England,<20
1435,18-24,Female,Wales,20-40
1436,65+,Male,Midlands,20-40
1437,45-54,Female,South England,20-40
1438,45-54,Male,Wales,<20
1439,25-34,Male,Wales,40-60
1440,45-54,Male,London,40-60
1441,35-44,Male,Scotland,40-60
1442,45-54,Female,South England,60-80
1443,25-34,Female,Scotland,40-60
1444,45-54,Male,Midlands,40-60
1445,65+,Female,Wales,60-80
1446,18-24,Male,South England,20-40
1447,65+,Female,North England,60-80
1448,35-44,Male,Midlands,20-40
1449,65+,Female,London,20-40
1450,55-64,Female,London,60-80
1451,45-54,Female,Scotland,20-40
1452,55-64,Female,Wales,20-40
1453,65+,Female,Scotland,20-40
1454,35-44,Female,North England,20-40
1455,35-44,Female,North England,20-40
1456,45-54,Female,London,40-60
1457,55-64,Female,South England,60-80
1458,55-64,Male,London,60-80
1459,55-64,Female,London,20-40
1460,35-44,Male,North England,80+
1461,55-64,Female,Scotland,40-60
1462,25-34,Female,North England,20-40
1463,45-54,Female,Wales,60-80
1464,18-24,Male,North England,60-80
1465,35-44,Male,North England,60-80
1466,35-44,Female,London,20-40
1467,35-44,Female,South England,40-60
1468,45-54,Male,London,60-80
1469,35-44,Male,Midlands,40-60
1470,35-44,Female,North England,40-60
1471,25-34,Female,North England,40-60
1472,35-44,Male,Midlands,60-80
1473,25-34,Male,North England,20-40
1474,18-24,Male,North England,40-60
1475,45-54,Female,Wales,<20
1476,45-54,Male,North England,40-60
1477,45-54,Male,Midlands,60-80
1478,35-44,Male,London,<20
1479,35-44,Male,North England,40-60
1480,55-64,Female,South England,20-40
1481,45-54,Male,Midlands,<20
1482,35-44,Male,Scotland,20-40
1483,18-24,Male,Wales,20-40
1484,35-44,Male,Midlands,20-40
1485,35-44,Male,London,20-40
1486,35-44,Female,Midlands,60-80
1487,45-54,Female,Scotland,60-80
1488,45-54,Female,Wales,40-60
1489,45-54,Female,South England,<20
1490,55-64,Female,Scotland,80+
1491,55-64,Male,Midlands,40-60
1492,55-64,Female,Scotland,<20
1493,65+,Female,Midlands,60-80
1494,18-24,Female,South England,20-40
1495,25-34,Female,South England,40-60
1496,18-24,Male,London,40-60
1497,45-54,Female,South England,20-40
1498,65+,Female,North England,80+
1499,25-34,Other,Scotland,20-40
1500,65+,Male,Scotland,<20
1501,18-24,Male,Midlands,80+
1502,65+,Male,South England,80+
1503,35-44,Female,London,40-60
1504,25-34,Male,London,40-60
1505,35-44,Male,London,<20
1506,25-34,Other,Wales,60-80
1507,35-44,Male,North England,<20
1508,35-44,Female,South England,<20
1509,55-64,Male,London,40-60
1510,45-54,Female,North England,20-40
1511,35-44,Female,Scotland,<20
1512,45-54,Female,Midlands,20-40
1513,55-64,Female,South England,<20
1514,25-34,Male,South England,20-40
1515,35-44,Male,Wales,<20
1516,25-34,Male,Scotland,20-40
1517,25-34,Female,South England,60-80
1518,45-54,Female,Wales,60-80
1519,25-34,Male,Wales,40-60
1520,45-54,Female,Wales,40-60
1521,55-64,Male,South England,<20
1522,25-34,Female,South England,<20
1523,45-54,Female,South England,20-40
1524,25-34,Male,North England,40-60
1525,65+,Female,Wales,60-80
1526,35-44,Male,North England,40-60
1527,55-64,Female,Midlands,20-40
1528,45-54,Female,South England,<20
1529,18-24,Male,Scotland,60-80
1530,45-54,Male,London,20-40
1531,65+,Male,Midlands,60-80
1532,45-54,Female,London,40-60
1533,55-64,Female,London,60-80
1534,65+,Male,South England,80+
1535,25-34,Female,Scotland,80+
1536,25-34,Female,London,40-60
1537,45-54,Male,Wales,40-60
1538,35-44,Male,London,20-40
1539,55-64,Female,Midlands,80+
1540,65+,Female,Scotland,40-60
1541,35-44,Male,Scotland,<20
1542,25-34,Male,London,20-40
1543,55-64,Male,Scotland,<20
1544,25-34,Female,Midlands,40-60
1545,55-64,Male,Midlands,40-60
1546,35-44,Male,Midlands,20-40
1547,45-54,Female,Wales,<20
1548,18-24,Female,South England,80+
1549,45-54,Male,London,60-80
1550,35-44,Male,Scotland,60-80
1551,45-54,Female,Midlands,20-40
1552,25-34,Male,London,60-80
1553,55-64,Male,London,40-60
1554,55-64,Female,South England,20-40
1555,25-34,Male,Wales,<20
1556,18-24,Female,Scotland,20-40
1557,18-24,Female,Wales,<20
1558,45-54,Male,Scotland,80+
1559,45-54,Male,Midlands,<20
1560,45-54,Female,Midlands,20-40
1561,25-34,Female,London,40-60
1562,35-44,Female,Scotland,20-40
1563,45-54,Female,Scotland,40-60
1564,35-44,Male,Wales,<20
1565,65+,Female,Midlands,60-80
1566,25-34,Male,North England,20-40
1567,45-54,Male,London,40-60
1568,35-44,Male,Scotland,60-80
1569,35-44,Male,South England,80+
1570,55-64,Female,South England,60-80
1571,45-54,Male,North England,40-60
1572,65+,Male,Midlands,20-40
1573,25-34,Male,Midlands,40-60
1574,25-34,Female,Midlands,60-80
1575,55-64,Female,Wales,60-80
1576,45-54,Male,South England,<20
1577,25-34,Male,Midlands,20-40
1578,18-24,Male,South England,60-80
1579,18-24,Female,North England,20-40
1580,65+,Female,London,20-40
1581,25-34,Female,Wales,20-40
1582,35-44,Female,Scotland,40-60
1583,25-34,Male,North England,80+
1584,35-44,Female,South England,40-60
1585,18-24,Female,North England,20-40
1586,45-54,Male,Scotland,20-40
1587,18-24,Male,Wales,<20
1588,55-64,Female,London,40-60
1589,25-34,Female,Scotland,40-60
1590,45-54,Male,Wales,20-40
1591,65+,Female,South England,40-60
1592,45-54,Female,Scotland,60-80
1593,45-54,Male,North England,20-40
1594,35-44,Male,Midlands,20-40
1595,35-44,Male,North England,80+
1596,45-54,Female,South England,20-40
1597,65+,Male,London,60-80
1598,45-54,Male,Scotland,40-60
1599,45-54,Female,London,60-80
1600,55-64,Female,South England,60-80
1601,35-44,Male,Scotland,40-60
1602,18-24,Male,Wales,60-80
1603,45-54,Female,Wales,80+
1604,65+,Female,North England,40-60
1605,25-34,Female,North England,20-40
1606,45-54,Male,South England,20-40
1607,25-34,Female,Wales,60-80
1608,45-54,Female,Scotland,40-60
1609,18-24,Female,Wales,20-40
1610,35-44,Female,North England,<20
1611,55-64,Male,South England,40-60
1612,35-44,Male,Wales,20-40
1613,45-54,Female,South England,40-60
1614,55-64,Female,Wales,60-80
1615,65+,Female,London,40-60
1616,25-34,Male,Wales,<20
1617,35-44,Female,North England,20-40
1618,25-34,Female,Scotland,20-40
1619,65+,Male,North England,20-40
1620,65+,Male,North England,40-60
1621,45-54,Female,North England,40-60
1622,55-64,Female,South England,20-40
1623,45-54,Female,Midlands,<20
1624,45-54,Female,Midlands,20-40
1625,18-24,Male,London,80+
1626,55-64,Male,North England,40-60
1627,25-34,Female,Midlands,60-80
1628,55-64,Female,London,60-80
1629,55-64,Female,South England,40-60
1630,55-64,Female,North England,60-80
1631,18-24,Male,Scotland,20-40
1632,35-44,Female,South England,40-60
1633,25-34,Male,London,20-40
1634,35-44,Male,South England,60-80
1635,18-24,Male,Scotland,<20
1636,65+,Male,South England,60-80
1637,45-54,Male,London,<20
1638,35-44,Male,Scotland,80+
1639,35-44,Male,Scotland,20-40
1640,35-44,Male,South England,40-60
1641,45-54,Female,Scotland,40-60
1642,45-54,Male,South England,20-40
1643,65+,Male,North England,40-60
1644,35-44,Female,Scotland,80+
1645,65+,Female,South England,<20
1646,55-64,Female,North England,80+
1647,25-34,Male,Scotland,40-60
1648,65+,Female,North England,60-80
1649,25-34,Male,Wales,20-40
1650,55-64,Male,Scotland,40-60
1651,35-44,Male,Wales,60-80
1652,65+,Female,London,20-40
1653,55-64,Male,London,40-60
1654,55-64,Male,South England,<20
1655,55-64,Male,Midlands,20-40
1656,35-44,Female,Wales,40-60
1657,18-24,Female,Wales,60-80
1658,35-44,Male,London,40-60
1659,25-34,Female,Wales,<20
1660,45-54,Female,Midlands,20-40
1661,35-44,Female,North England,20-40
1662,65+,Male,North England,40-60
1663,45-54,Female,Midlands,60-80
1664,55-64,Male,Wales,60-80
1665,25-34,Female,Wales,<20
1666,55-64,Male,Wales,80+
1667,65+,Male,South England,40-60
1668,35-44,Male,Scotland,60-80
1669,45-54,Female,Midlands,<20
1670,55-64,Male,Midlands,40-60
1671,25-34,Female,Midlands,20-40
1672,45-54,Male,Midlands,20-40
1673,35-44,Female,Midlands,<20
1674,25-34,Female,Wales,20-40
1675,35-44,Female,South England,<20
